13735_0:000b91	97017at32523	102463525
13735_0:000b94	85704at32523	102463295
13735_0:000b9e	287852at32523	102447974
13735_0:000b9f	223827at32523	102448692
13735_0:000ba2	298029at32523	102459998
13735_0:000ba3	123811at32523	102447471
13735_0:000ba4	35508at32523	102461452
13735_0:000ba7	182378at32523	102463527
13735_0:000ba9	221969at32523	102444348
13735_0:000baf	306425at32523	102447724
13735_0:000bb4	55391at32523	102457331
13735_0:000bb7	159723at32523	102458098
13735_0:000bb9	97050at32523	102460553
13735_0:000bbc	213003at32523	102454859
13735_0:000bbd	296812at32523	102446735
13735_0:000bc1	216579at32523	102447228
13735_0:000bc2	257812at32523	102446019
13735_0:000bc4	72210at32523	102450532
13735_0:000bc6	27657at32523	102451074
13735_0:000bcb	120146at32523	102445540
13735_0:000bcc	29590at32523	102445041
13735_0:000bcd	35526at32523	102455113
13735_0:000bce	84377at32523	102457083
13735_0:000bd0	61626at32523	102452453
13735_0:000bd1	179750at32523	102453798
13735_0:000bd5	58546at32523	102443548
13735_0:000bd8	121512at32523	102446972
13735_0:000bdc	66392at32523	102456259
13735_0:000bdf	170080at32523	102449574
13735_0:000be2	184874at32523	102449814
13735_0:000be5	80601at32523	102448777
13735_0:000be9	300815at32523	102459922
13735_0:000bec	2833at32523	102450376
13735_0:000bed	189424at32523	102457592
13735_0:000bf2	62044at32523	102451626
13735_0:000c03	107664at32523	102446805
13735_0:000c04	289585at32523	102445468
13735_0:000c08	260156at32523	102446559
13735_0:000c1e	176412at32523	102462238
13735_0:000c36	147311at32523	102463783
13735_0:000c39	33874at32523	102443712
13735_0:000c3c	176734at32523	102446494
13735_0:000c3d	111190at32523	102444964
13735_0:000c3e	78675at32523	102444421
13735_0:000c4a	175843at32523	102450377
13735_0:000c4e	287415at32523	102452533
13735_0:000c4f	228553at32523	102451560
13735_0:000c50	82360at32523	102452285
13735_0:000c51	269694at32523	102451793
13735_0:000c5a	91565at32523	102456763
13735_0:000c5b	76762at32523	102455287
13735_0:000c5e	28154at32523	102455526
13735_0:000c60	167127at32523	102456261
